YearsExperience,Salary
3.59,49969.99
1.91,24152.37
5.96,57875.42
7.35,68968.09
4.25,44676.42
4.69,47103.68
1.26,6925.41
4.22,49987.86
1.1,12790.19
5.38,55475.77
4.3,37004.01
9.35,90429.12
3.44,35718.38
2.97,32862.67
2.9,32829.99
4.92,50542.4
2.97,32664.86
9.52,86461.88
4.06,37875.53
3.86,26592.58
4.75,38820.59
3.28,39857.93
7.36,77974.86
7.93,84773.64
2.04,24822.3
1.89,26952.13
5.67,51653.41
1.18,11672.91
2.87,27387.24
6.89,68770.71
5.08,55169.94
4.89,45889.44
6.84,63885.17
6.68,70823.3
3.14,24124.7
8.1,79468.02
5.53,59272.04
7.18,51085.64
3.45,32130.23
2.92,25840.19
4.43,44421.8
3.4,29682.41
3.23,29181.78
8.49,80781.54
3.8,42774.59
4.88,43506.01
4.37,42949.5
5.01,55891.34
1.44,16742.32
5.51,50934.84
3.04,26616.05
6.26,52389.44
6.6,55517.99
5.21,54780.09
4.35,41731.79
3.28,34137.17
6.13,61485.52
2.59,24244.58
7.06,72213.96
5.71,47988.43
7.49,86092.18
3.04,22539.01
5.79,59668.68
4.76,47252.82
2.33,18484.24
4.75,39359.56
0.74,8964.82
6.18,64931.32
5.64,57606.24
5.78,60488.78
5.0,54606.85
2.99,27998.96
5.57,53492.87
7.2,75726.12
2.8,32924.61
3.42,31476.89
1.12,3874.09
5.84,62557.28
8.09,78725.21
6.06,51152.8
8.09,82943.86
5.41,45389.1
1.42,16373.29
2.94,24426.45
4.42,52163.1
-0.42,-1153.48
4.11,40749.34
7.4,78112.12
3.99,52384.09
2.17,15858.07
6.01,60253.89
5.47,58999.93
1.24,4471.02
3.3,32798.67
7.14,69708.2
6.72,60588.75
3.0,24743.02
1.43,13425.38
8.04,79398.29
5.68,53213.54
5.61,69343.09
6.98,68390.46
5.91,66134.63
5.28,47874.92
6.53,62536.28
2.85,32978.53
2.79,32038.81
7.95,78612.29
6.47,62760.72
5.64,60046.48
2.96,33829.23
4.0,45077.07
1.73,12510.57
4.82,47610.35
6.36,75820.12
5.17,45283.16
4.13,31220.28
6.37,57657.88
4.6,45481.76
0.8,1306.57
3.43,34647.25
4.87,52174.82
2.41,29822.98
3.97,39035.16
7.45,70172.78
2.59,28037.73
2.57,14349.01
2.22,15736.58
3.0,33349.97
5.97,68264.19
4.05,35577.48
8.35,81670.28
6.29,51560.45
7.55,82991.82
4.01,43248.92
7.34,73503.68
7.83,91299.61
3.79,32280.06
8.26,85591.39
5.69,51918.02
3.69,47192.23
4.91,54984.65
0.7,3752.46
5.2,52403.44
8.55,84222.91
7.05,79925.48
5.72,60234.41
1.94,21670.34
7.43,73360.59
8.32,87586.1
3.06,38425.02
6.23,59190.14
5.41,60233.24
4.2,38476.17
3.28,33553.33
5.48,58320.76
7.14,70607.94
11.24,107992.64
1.67,12868.26
5.09,58208.43
6.84,84347.78
5.9,56602.86
3.78,39948.81
6.86,65767.56
6.81,62535.77
4.91,44640.21
5.98,55953.92
3.22,37459.99
4.4,42630.71
3.19,34785.33
4.91,58929.79
2.7,33074.29
5.97,61267.58
5.21,54397.35
7.53,69469.86
3.49,39623.55
5.38,65063.61
9.02,97751.0
3.83,36255.35
6.63,69125.85
2.3,30179.16
9.75,86977.61
5.32,52723.6
2.66,24606.33
2.01,14483.29
3.32,27690.16
9.24,85764.44
4.16,45350.23
4.02,32222.33
6.42,66623.31
4.73,56244.04
2.43,21599.71
3.81,35392.52
8.02,78352.36
7.33,73573.06
5.16,58414.29
2.14,15660.54
5.78,64133.0
7.59,72951.13
3.16,28452.74
3.33,28681.4
5.36,47210.54
6.53,55382.17
4.06,42772.05
1.41,7132.89
4.11,43182.66
7.41,72728.78
4.92,46772.75
3.87,35445.61
2.57,21912.34
5.2,56972.54
6.99,77505.31
4.23,40006.85
6.99,71162.75
5.05,68010.15
4.63,46258.95
1.71,20834.42
3.19,31330.79
3.63,35991.92
7.23,70058.1
4.68,43753.84
5.1,55685.28
2.78,27900.28
5.61,60164.06
6.98,75235.57
7.99,85865.53
1.14,11938.65
5.03,47122.28
7.07,69713.64
5.24,52868.55
5.0,52600.36
7.35,71838.79
6.43,60467.07
5.94,54540.17
8.45,83129.82
4.79,51831.86
6.64,63174.01
5.05,44401.75
2.38,21577.64
2.98,30983.6
2.06,13369.91
5.88,62021.38
4.51,48501.44
4.79,53459.58
8.56,78004.03
3.62,36939.26
6.62,72811.14
6.43,68136.59
5.96,58192.57
6.55,62219.53
3.59,41329.37
2.62,19674.12
6.42,63619.33
5.98,62134.47
6.15,57942.03
7.84,77843.21
5.55,48739.8
7.38,77038.85
4.68,52944.06
2.83,28467.69
3.74,44723.12
6.22,64475.08
1.27,10548.6
-0.78,-7709.78
6.64,66922.31
5.9,63981.55
4.42,44985.21
7.62,86428.07
3.12,40361.61
4.08,37069.84
4.74,37512.04
5.13,46713.07
1.49,25830.94
1.82,15182.02
3.75,43151.97
6.49,60829.9
1.56,12697.73
6.7,69613.09
7.04,77723.99
6.03,64151.06
5.38,50127.88
6.16,62868.29
5.56,53362.35
5.95,52829.95
4.15,39454.58
5.43,55203.11
3.27,29106.67
4.48,45391.32
6.51,69030.39
4.92,52019.26
7.41,82889.93
2.41,16807.31
6.05,63131.12
5.52,54919.93
4.02,40437.41
0.81,5255.82
4.97,51702.59
2.99,28162.22
2.83,33553.33
1.92,25044.09
3.25,33035.2
1.43,11896.63
2.68,27088.54
4.6,44951.07
6.15,48856.6
0.96,9544.31
7.54,82439.58
5.2,59195.35
5.67,65582.53
6.5,53726.02
3.58,42660.45
5.07,52215.94
2.58,27088.23
2.56,25749.63
7.99,75037.51
5.74,60568.48
2.73,26831.54
2.36,21524.66
2.47,17371.64
7.54,76788.45
6.77,65365.21
1.81,21029.37
2.03,17790.25
3.24,27896.09
5.05,51148.91
4.43,40446.91
5.1,51217.37
7.33,68429.18
1.6,17415.86
5.21,58376.98
5.38,56023.58
5.71,60511.94
5.94,67551.44
6.38,65367.35
5.46,60776.27
6.8,72857.59
5.88,57140.79
3.71,37047.65
5.9,64676.0
4.54,36001.79
2.64,22504.78
5.02,48005.2
4.29,39841.77
4.8,42843.89
2.49,31916.06
6.75,71437.88
3.49,40123.47
6.29,63936.23
9.61,89481.02
5.52,49038.14
5.44,49194.61
3.67,41197.48
9.65,92640.53
7.17,60120.86
6.03,59937.64
2.65,18025.0
3.79,42267.88
5.62,58342.07
8.65,87939.15
6.65,64857.57
-0.18,-1772.26
4.79,51624.9
3.41,34745.57
4.43,44968.83
8.32,88783.89
5.85,58724.66
0.71,9676.43
7.5,71351.28
4.45,50681.24
5.25,46139.09
6.36,67989.55
1.68,21367.39
4.94,57387.8
2.74,25785.87
5.3,55120.44
1.44,11464.25
4.36,34135.49
3.02,35681.42
3.28,33381.32
2.81,16661.87
4.56,47190.95
4.65,52410.08
4.34,43517.41
2.63,27783.23
6.77,77230.83
5.84,50489.48
2.65,22818.2
5.41,48988.77
7.28,75685.42
1.3,5882.75
7.65,78275.07
6.21,68976.86
3.15,22154.11
3.45,34988.88
3.71,32765.39
7.99,77588.42
3.91,37614.94
3.24,24342.55
2.64,20497.44
3.39,37329.2
3.98,37598.66
5.69,62019.45
7.77,76787.71
3.09,26681.08
6.51,70048.42
5.49,68302.94
3.96,43018.46
3.23,36958.64
2.52,24304.55
3.6,36975.62
4.47,41699.55
3.15,33503.58
4.72,42968.79
5.43,43437.41
3.87,37348.7
1.9,22383.19
6.88,67358.86
1.99,23622.71
5.3,43187.67
3.78,44191.36
8.2,86826.99
7.04,64837.26
8.77,83644.09
4.77,50068.3
5.17,42893.37
2.74,34804.66
6.04,73792.26
6.29,63662.05
7.16,73487.5
4.33,38795.64
4.62,40347.02
4.38,48837.64
5.5,47536.87
3.63,31998.79
4.96,47127.98
9.2,84886.11
4.08,38516.02
6.27,62259.79
5.82,59129.5
3.82,36727.39
4.07,44594.04
6.28,60435.9
2.62,25333.38
-1.12,-5050.45
1.85,17705.78
8.33,83384.29
7.31,68732.51
1.35,6832.34
6.04,60101.21
4.5,43407.25
2.84,31574.55
3.05,27488.05
7.32,65466.85
3.64,37589.31
3.85,43443.06
3.54,34209.54
5.46,59771.58
3.5,44170.33
4.84,45530.42
4.92,45569.5
2.74,37263.8
3.58,37281.2
5.5,60481.57
6.0,61653.44
6.44,73969.84
3.88,43753.75
7.26,71258.69
1.64,9088.54
5.78,64312.16
4.51,51996.34
6.32,54227.66
5.16,44781.71
6.39,51951.3
4.99,43206.76
4.12,43921.98
5.78,57535.27
3.08,28549.5
4.87,50587.22
4.84,44335.82
1.37,16128.58
6.64,63585.85
5.3,52387.92
4.01,36491.45
4.22,43831.18
3.08,33113.05
3.46,33527.46
5.56,59915.82
1.83,18417.78
3.17,30557.06
5.15,58015.31
6.55,64920.91
1.55,25056.11
4.73,52572.89
6.41,63797.62
0.65,-2997.03
4.34,45645.96
6.23,72040.96
6.53,63076.52
5.83,58774.39
6.88,74226.78
8.05,76149.99
6.99,57214.23
3.27,26164.92
1.78,18357.95
6.83,73476.21
2.36,23228.87
5.46,54272.88
4.91,41686.52
5.02,48691.78
7.45,73206.74
6.75,60001.93
4.5,39587.76
4.41,37801.37
5.98,52941.63
3.1,32149.66
4.74,51562.27
4.58,34815.54
3.56,38936.44
5.42,55977.61
5.34,51827.61
4.08,44409.58
2.53,24022.49
6.12,60286.97
5.43,49022.59
9.67,98344.41
2.8,18661.71
7.33,64315.28
5.96,58564.82
2.42,23600.66
5.06,50826.57
4.49,52834.17
6.58,74382.26
6.09,59999.81
3.63,32952.97
3.84,36534.95
5.25,53746.7
5.04,52773.72
10.68,102653.82
3.57,42583.51
4.41,36327.65
3.77,36465.78
6.42,62681.42
4.29,41389.37
5.99,65123.11
3.1,30883.39
6.11,67184.96
3.56,41944.94
6.42,61971.63
1.86,9810.77
5.51,52403.3
3.41,32815.17
3.67,41320.74
2.76,28301.37
4.15,39106.36
8.72,89876.18
5.97,71243.48
4.32,47822.37
5.75,68989.95
2.47,23249.65
7.03,65486.99
5.08,43922.16
5.75,57030.44
5.47,50296.87
3.69,41953.93
6.89,74693.13
2.88,27671.03
4.43,44851.3
5.13,44787.36
6.28,61420.71
5.05,48790.94
6.94,71566.8
1.98,16265.25
3.96,36481.75
2.58,25667.09
8.78,91564.81
7.31,76744.9
3.08,29201.4
4.33,41815.47
6.29,62558.03
6.1,64334.18
3.96,41103.28
3.16,33578.84
1.43,15268.78
6.13,56088.6
4.74,44063.28
5.45,56197.43
6.85,70450.99
4.81,45244.55
9.54,90771.29
4.43,39112.2
5.43,56945.57
6.06,57549.19
5.94,56571.33
2.61,32929.43
6.92,68861.47
6.36,59314.62
5.12,49939.48
4.68,48572.28
4.96,50450.28
5.28,44549.55
4.04,42641.04
4.98,44055.99
6.49,62752.8
0.63,17126.6
2.2,9011.24
5.79,63178.13
4.36,44280.8
2.87,24913.87
8.03,79180.91
4.97,52781.92
4.81,52056.01
7.67,74754.43
4.93,50252.31
7.68,78733.98
7.22,70556.01
7.82,79146.69
4.61,48250.14
0.75,8056.47
3.45,36310.62
4.3,39869.78
3.07,24702.38
3.16,28042.68
5.22,47216.66
6.46,69700.82
3.21,29912.17
0.6,2144.32
8.09,86790.71
3.78,25345.78
5.62,59567.24
7.92,77671.6
6.28,63950.0
3.73,32041.1
1.55,11257.61
7.53,72399.91
5.95,60725.93
4.57,49697.93
6.13,65054.11
4.18,36519.33
3.91,39757.83
0.23,3256.29
4.28,47288.62
3.01,29086.02
3.93,46015.41
3.88,40542.27
6.9,65914.41
3.75,39071.04
6.2,57273.86
9.25,92019.02
7.19,64727.35
3.3,35932.56
7.77,80482.85
2.77,21599.36
5.43,52412.04
5.85,54468.54
7.2,68862.39
7.14,63096.25
4.11,41533.71
1.8,15198.25
4.27,46797.07
2.83,25239.23
4.63,41477.34
6.86,60441.35
2.67,30920.27
5.18,47402.88
4.94,44054.14
11.13,106242.76
2.16,21216.48
2.43,19316.1
3.6,30720.26
5.23,47413.34
4.16,33856.41
5.89,58932.3
3.99,45298.96
6.93,62392.32
6.07,57396.05
1.41,12368.27
2.9,28367.09
3.62,28161.62
6.02,69047.15
3.43,42410.22
6.45,62853.64
7.57,78408.99
0.86,15997.58
5.1,50022.04
5.68,59931.64
3.41,39045.24
5.18,56029.15
6.08,58051.3
5.13,42161.85
7.93,81682.5
7.58,75215.51
4.02,45496.44
5.63,59484.71
3.02,29554.45
7.01,64106.52
5.03,58160.45
4.95,53843.59
6.93,77745.61
7.05,59814.61
2.25,28698.1
3.14,35793.88
7.17,66310.04
5.14,53946.16
7.65,82459.96
2.0,17885.13
2.13,24773.41
1.47,4512.59
2.45,19889.35
7.03,71800.09
4.89,46663.83
4.51,44591.16
1.97,23011.38
6.99,66976.47
3.07,30115.36
5.4,50804.36
3.79,34717.44
2.3,25564.11
5.02,50746.76
8.88,81067.86
8.46,80647.79
2.31,23504.18
3.9,32401.98
9.51,99224.75
3.36,27193.71
3.05,28741.37
6.66,72123.59
6.7,69388.0
5.18,48897.72
5.91,60108.84
5.38,55073.67
4.66,47022.31
4.99,49734.99
8.11,83443.89
5.08,49855.38
5.29,41725.37
6.06,56757.9
6.34,60090.37
5.29,61883.78
4.01,40554.07
5.43,55211.37
4.6,46150.1
6.45,61278.81
6.41,61682.88
4.36,39432.24
5.39,58333.19
4.79,44439.4
5.36,61535.46
5.66,54199.95
2.64,32054.03
3.44,30344.68
7.38,71342.6
3.36,31031.03
5.43,61404.63
4.72,55197.71
4.47,34183.23
6.9,77898.18
3.35,29348.06
6.58,70991.27
5.88,52303.03
5.82,59721.93
3.78,30811.22
5.18,50822.38
3.38,32569.69
6.04,54298.82
5.92,55311.7
8.78,86986.48
4.17,44499.35
1.59,9013.87
9.72,97787.53
4.53,42629.2
9.47,97941.78
4.01,28028.34
5.43,57817.25
9.69,100345.98
3.74,42701.32
6.49,61828.33
2.59,24379.08
5.12,60821.51
4.86,49260.51
3.59,41579.35
5.27,45544.73
7.44,74949.76
6.36,60151.3
5.27,46992.03
4.98,49451.45
2.55,31231.12
3.76,35867.75
4.75,46494.64
3.73,47346.84
5.32,50699.13
4.81,46010.96
4.6,49970.85
3.43,37726.88
3.15,29280.86
7.81,84538.72
2.94,34545.41
8.43,77271.94
5.17,49365.67
7.11,66977.12
3.58,39584.47
3.55,35369.97
4.32,45718.19
3.55,27955.61
4.28,44367.31
2.52,25466.28
2.64,29255.6
4.52,46408.72
4.86,50843.05
7.61,81753.29
7.84,76057.7
0.17,-2547.22
5.32,47790.21
5.53,54542.1
2.98,30504.28
4.58,52383.14
6.41,63497.65
5.51,47731.92
3.52,43047.9
3.79,27335.98
7.22,69554.11
3.03,34334.81
6.25,65368.92
5.38,58363.51
3.49,29924.39
6.71,62007.59
2.7,16398.37
4.5,42062.34
7.51,69878.09
2.81,35335.36
4.56,43306.18
3.67,40996.54
3.33,35654.95
8.96,83943.57
6.16,56140.75
2.54,27931.68
3.12,30731.29
7.37,83716.73
7.22,70884.66
3.35,24173.19
6.12,63343.46
4.92,50161.53
6.7,66605.3
4.9,48167.11
5.41,49722.95
3.15,27297.0
8.34,80024.27
7.1,71793.41
5.57,47479.63
6.91,65043.82
3.88,39838.88
4.75,48752.23
7.44,71959.66
0.87,12115.14
4.4,36745.51
6.17,66484.94
4.67,39615.24
3.69,45554.83
3.7,44919.45
0.18,10138.46
4.72,49146.07
7.28,74808.24
8.67,87943.53
5.1,54596.06
7.62,67579.15
5.5,56091.6
6.22,70526.76
3.61,44768.57
4.54,42440.99
4.35,47231.96
6.67,63669.12
2.44,16952.16
5.33,58292.25
7.07,64814.81
6.65,64104.24
5.64,50760.53
2.49,31845.21
9.15,95713.88
4.83,50812.14
3.16,35909.07
2.47,29182.52
7.35,75885.47
2.33,34083.87
4.93,49219.64
7.41,68093.17
6.38,68255.98
4.89,41802.82
5.65,56057.71
3.63,33014.57
5.66,57072.96
3.16,35709.45
4.53,44145.07
2.72,31932.43
5.33,53404.76
4.92,45648.48
8.44,83628.18
6.67,62619.82
4.84,41466.75
4.08,39964.0
6.22,70750.63
4.02,37747.67
5.36,52739.2
4.2,37050.52
1.81,26750.7
3.98,30538.76
4.2,44545.43
5.24,59532.04
5.17,57557.74
6.72,63636.23
5.26,47734.76
6.47,67864.76
8.05,82638.25
5.99,47333.4
4.09,42266.29
5.0,48225.53
6.62,77005.84
6.9,68773.66
5.7,66077.58
2.87,32096.74
6.89,71582.07
3.8,30833.52
3.66,39413.62
0.35,7665.53
2.94,22550.76
7.09,71327.47
5.96,63006.35
3.37,39902.44
5.0,48627.6
4.63,43423.23
4.7,49527.92
8.81,91259.4
1.73,27914.78
5.99,52684.91
4.3,37193.52
4.14,44650.3
11.03,104289.78
2.37,34963.64
6.89,72982.86
3.33,33010.11
7.21,78073.06
3.09,25127.75
4.96,48775.05
1.69,20463.78
2.89,22187.84
6.17,62424.51
5.07,46702.54
4.47,46338.53
8.76,89947.97
0.87,4107.92
4.27,40881.09
8.94,84574.92
3.06,34401.27
2.27,24391.57
5.96,59787.28
5.65,61688.99
5.64,64085.1
4.51,48122.5
5.39,53532.94
10.06,104464.66
8.03,83908.26
7.4,72450.7
5.41,55191.82
2.55,18554.09
8.23,84585.66
5.05,56664.52
3.88,39632.2
4.77,46219.81
5.59,45435.99
6.03,57088.51
7.79,74715.17
4.49,52780.97
3.37,26746.59
3.06,35889.2
6.78,67790.76
3.32,35268.06
4.89,47286.51
4.5,40859.99
5.93,57263.94
6.77,65576.1
5.71,56958.27
9.3,101151.17
5.18,50498.66
4.62,48228.45
3.99,40161.22
5.48,52552.19
5.11,53873.21
9.33,87343.51
2.5,26293.95
9.03,94754.69
1.9,7522.73
9.73,104640.27
2.8,24404.28
9.22,98004.81
2.11,22767.02
1.66,20656.03
5.52,56828.39
4.34,39065.64
3.99,39872.49
5.08,52284.02
5.44,56390.64
6.66,68205.98
4.27,38527.24
5.5,49568.16
6.16,65322.56
0.61,3249.58
4.57,48477.56
2.25,15550.87
4.37,45276.62
5.34,55589.99
6.79,76727.64
3.59,32194.28
8.47,82688.21
0.74,19528.49
4.25,44298.81
6.44,61145.57
6.89,67265.23
1.84,13492.29
2.4,27919.82
3.76,36825.31
4.25,50533.59
5.68,59233.32
9.79,107005.11
3.25,39206.24
5.34,44299.21
4.04,41816.25
6.64,66936.97
3.69,34400.08
4.32,49215.7
6.54,58920.45
3.12,26329.58
3.04,31808.57
4.53,42609.03
2.47,17747.9
4.2,38744.42
6.99,69633.99
4.97,46816.73
6.03,73908.09
4.08,47717.71
6.36,63656.09
4.18,39843.86
5.52,60703.75
6.61,72340.55
3.37,37426.44
5.2,54758.83
6.19,58310.82
5.26,48368.76
2.21,23670.34
3.12,18677.64
5.3,58277.89
5.19,55960.53
4.34,38032.2
0.61,5327.87
5.29,63555.28
4.39,50951.96
7.95,74024.51
4.85,45393.31
7.74,82864.11
2.24,14703.95
3.32,35206.69
5.14,52068.48
0.71,15602.55
3.96,45776.63
3.59,36723.1
4.45,50058.43
7.39,80970.73
5.17,47902.64
6.39,68420.67
3.53,29842.86
3.49,27132.37
3.13,18155.11
3.89,38736.22
3.43,33389.81
5.92,58502.53
4.76,56455.8
5.13,52115.03
2.03,21396.59
5.08,52556.25
4.06,38486.67
4.16,38708.4
3.74,40799.15
1.63,10893.07
4.86,48645.64
4.83,42112.69
5.75,55614.19
0.47,80.32
5.79,58540.93
0.02,8906.07
7.72,76609.12
3.51,32623.1
10.29,100895.48
3.92,34023.17
5.93,52344.25
8.44,83121.41
7.56,77173.66
5.73,59030.99
6.33,55703.96
2.54,21714.7
2.76,20903.4
5.04,51902.03
5.11,45930.33
5.09,51053.32
6.0,64991.1
2.19,19775.25
5.26,47995.85
3.68,26560.4
2.87,22877.83
5.76,55651.74
6.94,66151.99
3.03,33175.2
8.99,91555.03
3.2,30344.66
-0.37,-5085.14
8.31,85263.25
8.91,88609.85
2.85,23919.24
2.46,23659.5
3.07,44513.86
6.44,65886.91
5.38,51766.47
5.53,63232.34
4.16,56079.41
5.14,49926.4
4.05,44211.78
7.0,64318.84
6.26,60588.8
6.2,63827.18
4.75,52346.83
2.16,15284.11
2.22,15991.21
6.07,64596.88
8.66,83613.82
6.62,69394.03
3.02,29443.47
7.79,94546.92
4.55,55042.51
3.27,36033.51
6.81,63292.94
5.34,48709.66
5.45,54570.58
4.19,44768.81
6.44,69818.45
3.33,35310.83
1.3,14486.46
6.78,71193.7
8.41,81868.13
3.06,27350.84
5.99,52202.45
2.24,17220.77
8.0,79279.57
5.68,60088.91
7.63,85346.68
4.68,44865.06
7.07,71699.19
2.38,21494.38
3.89,35452.44
1.38,11002.03
4.02,37645.34
4.78,41410.69
3.47,36642.21
2.37,19198.48
4.24,44357.42
3.28,29500.79
7.79,76471.62
6.18,65451.67
6.12,55345.31
3.85,33012.32
5.46,60535.49
3.56,38985.96
6.26,61985.56
6.28,58930.47
3.94,30310.9
1.66,32162.02
4.46,44067.24
7.59,74832.35
3.3,26178.37
8.76,85190.52
5.29,43715.4
5.74,63085.03
6.25,55991.84
4.83,45861.84
5.8,54632.66
4.22,40776.04
3.26,31250.6
3.86,38353.25
4.75,46591.31
8.81,91058.92
8.81,89666.01
4.27,43228.99
5.26,54183.04
1.05,-6108.8
6.42,65594.35
7.28,80799.58
4.7,42507.63
4.77,47640.81
1.77,23973.43
5.86,59192.26
3.11,38908.83
3.89,45282.44
3.67,30751.11
4.71,35802.28
4.73,49902.29
4.31,49005.6
8.53,81198.98
3.51,33487.65
5.66,56094.52
9.22,85182.96
5.96,57213.67
6.82,70304.94
6.13,70574.13
6.15,65057.6
2.6,29119.95
2.94,30374.83
9.02,91100.91
6.12,66490.34
5.4,46783.82
5.29,55212.4
5.2,47727.42
4.08,48127.72
8.17,87650.3
4.07,40194.52
6.19,65170.89
5.48,56357.54
4.3,50162.53
5.68,48620.77
4.98,37030.77
3.57,39052.34
3.2,38441.73
9.25,93460.92
7.56,72689.74
4.23,46682.88
6.91,68436.73
4.16,36929.97
2.69,23841.8
7.03,73279.73
4.98,56134.78
6.29,65239.75
3.95,40876.42
2.09,14367.54
4.54,44973.3
5.23,47721.78
6.15,70535.71
4.24,47452.57
3.73,22765.88
7.09,70311.38
0.31,1872.96
5.61,59053.77
5.85,57179.11
9.51,96540.59
4.34,38464.68
1.57,14616.92
5.79,55800.1
8.42,80446.6
2.76,13507.3
3.32,31821.98
6.0,59305.01
3.72,36817.82
6.62,67000.68
7.7,75783.07
4.23,42027.38
6.33,67689.34
6.54,71952.91
7.6,74111.92
6.28,68860.98
1.62,15273.5
5.63,66747.31
6.76,52953.16
5.41,58887.95
1.84,19019.91
5.34,52835.59
4.8,42671.98
6.39,59377.41
4.57,42823.47
4.55,44117.08
6.88,67604.35
7.46,77600.26
3.92,37005.16
7.49,83742.92
3.54,34797.54
8.7,87940.24
6.87,56725.89
3.54,38133.26
3.54,33335.84
3.55,36114.74
2.78,38652.76
6.1,53793.69
6.62,68676.83
2.05,22464.24
4.74,40404.85
5.03,52280.02
5.05,49962.18
3.64,32922.77
4.98,55360.87
7.22,70133.6
5.88,58077.12
4.44,43161.11
2.82,32313.36
5.51,60380.82
7.69,83167.63
8.44,84800.67
6.49,65127.95
6.28,56158.29
4.46,47629.77
5.15,48378.19
4.42,49882.78
3.5,39138.43
4.43,37535.71
5.58,54176.46
4.06,43495.1
6.28,66093.04
4.56,41584.84
5.33,55661.15
4.26,39943.03
3.25,29541.94
2.25,25940.61
0.97,16237.56
8.11,73660.15
4.13,45000.35
6.23,63500.82
3.07,27857.75
0.28,-3787.97
4.74,42693.53
3.87,33648.57
9.29,92738.48
4.63,37389.29
9.01,92667.69
8.15,83789.68
5.82,56786.9
10.27,101991.25
5.21,56061.69
9.59,95114.94
6.36,79555.97
6.8,72370.51
6.45,63388.97
6.86,70368.09
8.62,82257.0
6.59,67701.64
4.01,39462.75
7.06,63486.71
6.32,65778.78
4.58,47321.65
3.87,32328.53
6.29,68978.07
2.62,30469.07
6.84,69870.43
3.75,45581.35
4.37,40271.7
2.35,27725.48
5.76,59962.74
3.17,25116.0
5.98,62580.61
5.33,59230.44
2.76,25613.86
4.17,40154.73
4.69,51977.95
5.11,47149.66
6.85,65297.2
5.09,47818.16
5.18,48875.91
4.98,49492.24
3.04,32466.95
2.85,29577.4
6.52,69846.62
2.29,30427.34
6.96,68637.8
3.05,27678.69
2.58,33355.34
4.32,58181.62
6.45,61428.05
4.68,39221.46
5.45,60261.04
2.07,10509.32
7.44,82782.36
4.61,47421.82
6.07,67716.45
0.03,5117.37
-0.8,-7987.02
3.64,38412.22
7.26,73260.64
4.6,44168.32
3.34,38518.95
6.99,79853.26
4.28,38446.55
3.56,41584.49
6.88,65849.77
1.77,9387.67
6.76,70975.0
10.04,97119.03
6.17,61064.12
1.6,5857.31
5.94,61543.7
5.86,55949.93
6.94,65987.13
3.5,31567.85
6.98,64111.86
0.87,12352.7
5.01,55211.07
5.82,60438.49
4.99,44216.28
5.93,62482.66
2.48,28359.55
4.85,43240.5
5.94,55569.52
5.7,66174.05
5.41,51633.36
7.95,71380.99
5.15,47088.31
3.21,38091.21
3.31,27357.74
2.11,22465.17
8.86,94784.61
4.66,45067.2
6.01,49383.66
8.13,77665.13
3.04,42871.89
7.72,78187.11
1.88,14848.18
4.75,48680.59
6.66,63966.34
3.18,37361.46
7.23,75680.72
4.98,54256.57
3.23,42328.73
7.07,70291.43
3.94,31457.88
5.18,48196.87
5.72,48193.63
7.07,69947.35
8.89,88240.08
4.76,47427.68
4.49,39997.37
1.51,17063.4
3.94,44664.17
6.2,60514.02
5.05,57055.94
4.76,47268.87
4.56,45867.4
7.83,84148.56
4.83,50130.97
4.29,39304.94
1.76,19062.52
6.11,68569.26
8.26,77128.49
5.1,54095.11
6.4,70783.65
11.09,101322.73
6.83,64678.17
4.14,36605.96
8.03,85821.77
3.25,34739.61
4.04,28705.29
4.21,36425.36
3.67,45141.3
4.25,44844.52
5.54,48267.65
8.34,81466.44
8.48,83466.39
5.17,57550.76
3.83,41192.5
10.27,104665.33
5.36,54386.32
4.93,51410.36
3.99,34933.54
3.9,30832.5
6.91,68083.81
4.92,48182.85
4.09,43538.94
8.39,79884.54
2.46,26111.56
4.68,47847.3
7.57,82457.74
5.9,62608.99
5.35,55746.43
2.93,28714.84
5.28,51571.1
0.47,2713.98
6.86,69609.85
3.13,19718.56
9.25,102874.57
3.81,34997.0
6.4,62212.18
4.45,44583.16
4.8,55467.2
2.75,22887.29
3.61,40349.68
7.56,77925.82
6.15,58579.97
7.25,78017.69
6.37,70822.61
6.5,61320.51
1.78,9294.88
4.81,49857.72
1.83,24941.26
4.18,43751.39
3.82,48113.57
8.31,77839.77
3.77,33160.29
7.58,82089.77
6.21,57543.26
3.26,33972.28
7.19,72862.47
6.25,57142.35
4.1,33581.28
4.19,42083.84
7.05,65178.67
7.8,70685.23
7.47,90135.88
4.49,51294.84
3.76,41720.45
5.05,54410.83
4.63,48670.42
6.92,73563.56
7.65,74266.06
7.67,75285.25
2.35,25167.47
2.15,17084.45
8.75,92562.71
8.61,83934.21
5.35,49565.35
4.74,53808.73
5.65,51550.34
7.44,70477.41
6.72,71469.87
2.92,22797.93
5.03,55034.61
5.1,50532.61
5.83,57162.03
2.24,25837.87
7.25,72175.54
5.85,63929.58
4.95,50911.81
3.74,38245.04
4.81,36346.94
-1.04,-16729.51
3.9,45303.18
4.57,37652.09
4.64,52882.47
6.91,69764.87
4.94,43958.52
4.67,50429.33
3.75,39128.87
7.31,71988.99
5.56,57656.87
2.54,23192.56
6.59,64438.72
6.77,65656.53
4.77,53726.63
3.62,30564.47
6.27,65096.75
4.71,51122.73
6.48,69393.19
3.93,36734.55
3.62,40761.83
6.2,64212.1
